帕莎蒂娜驳二仓库餐厅 & 帕莎蒂娜烘焙坊,地址:高雄市盐埕区大勇路1号 ,5311106
海产地海鲜餐厅,地址:南区三民西路356号 ,23755155
麵線糊了,地址:407台湾台中市西屯區福雅路100號 ,+886-0905140415
台中大面羹,地址:中区公园路16号 ,0937716688
十分幸福,地址:平溪十分街69号,
丰味肉羹,地址:瑞芳区民生街42号（美食街内第8号） ,2-257-920
望海亭三嫂的海鲜楼,地址:台北縣萬里鄉野柳村港東路162號之11 ,+886-2-24921605
阿理厨房,地址:瑞芳区竖崎路7号 ,24967727
九重町,地址:瑞芳區基山街29號,
炭钱,地址:淡水中正路258号 ,86316619
阿珠雪在烧,地址:瑞芳区基山街20号 ,+886-2-24975258
朝日夫妇,地址:251台湾新北市淡水區中正路342-348號,
九份阿柑姨,地址:九份老街巷子末尾出入口处（国民小学对面）,
食养山房,地址:新北市汐止區汐萬路三段366巷6號,
鼎泰丰,地址:板桥区新站路28号B1楼 ,89512222
阿妹茶楼,地址:新北市瑞芳区市下巷20号 ,24960833
黑桥牌,地址:淡水区中正路138号 ,26268458
水湾餐厅,地址:淡水中正路229-9号 ,26296464
阿基师观海茶楼,地址:台湾新北市淡水区观海路83号,
祥钰港式茶楼,地址:中和区华新街65号 ,26927015
麻吉奶奶鲜奶麻糬,地址:淡水区中正路220号 ,2-26260358
小潘蛋糕坊,地址:板桥区中正路135巷11-1号 ,+886-2-29692803
汤婆婆的汤屋,地址:新北市瑞芳区市下巷20号 ,24960833
黑殿饭店,地址:淡水区中正路11-10号 ,+886-26266363
李圆圆,地址:新北市淡水區公明街16號,
九份茶坊,地址:新北市瑞芳区基山街142号,
客家小馆,地址:永和市智光街22号 ,31517777
赖阿婆芋圆,地址:224台湾新北市瑞芳区基山街143号 ,+886-2-24975245
山海观茶楼,地址:台湾省新北市瑞芳区基山街150号 ,24063069
牧师楼古迹庭园咖啡,地址:淡水区真理街32号,
淡水红楼中餐厅,地址:淡水区三民街2巷6号1楼 ,86311168
大埔铁板烧,地址:淡水区新民街180巷16号,
博多拉面,地址:板桥区府中路11号 ,8969-8288
好初早餐,地址:台湾新北市板橋區文化路二段125巷70號 ,22532087
安妮热炒,地址:瑞芳區輕便路276號 ,+886-2-955323290
老友號芋圓,"地址:基山街 4-3號 瑞芳區, 新北市 224 Taiwan",
小潘凤梨酥,地址:新北市板桥区和平路51号,
淡水文化阿给,地址:台湾新北市淡水區真理街6-4號,
春水堂人文茶馆,地址:林口區文化三路一段356號1F,
沪尾饼铺,地址:淡水区中正路85号 ,26200848
平溪故事香肠,地址:台湾省新北市平溪区平溪街23号 ,24952858
溜哥炭烤鸡翅包饭,地址:新北市平溪區十分街52號 ,+886-921684058
黑殿饭店,地址:淡水区中正路一段62巷12号 ,+886-2-26266363
正宗阿给老店,地址:淡水镇中正路11巷4号,
大胖活海产,地址:251台湾新北市淡水區漁人碼頭商木棧道商店街 ,+886-2-28051178
福哥牛肉面,地址:台湾新北市瑞芳區民生街21號 ,24979959
源味本鋪古早味現烤蛋糕,地址:台北市士林區大南路53號,
护理长的店,地址:瑞芳区基山街167号 ,+886-24972486
矿工食堂-黄金印象咖啡馆,地址:瑞芳区金光路8-1号 ,+886-2-24961820
亚尼克菓子工房,地址:新北市万里区玛链路127-5号 ,2492-6359
阿牧包子,地址:九份老街,
九份豆花店,地址:台湾省新北市瑞芳区吉山路,
永美雪花冰,地址:新北市永和区永平路67号,
百叶温州大馄饨,地址:淡水区中正路177号 ,+886-26217286
油库口面线,地址:新北市板桥区文化路一段188巷44号,
二男手攥小家日式料理,地址:台湾省新北市中和区中山路三段36号 ,82275280
无敌黑猪肉香肠,地址:瑞芳区基山街85号 ,24063179
九份传统鱼丸,地址:九份古城内,
世界豆浆大王,地址:234台湾新北市永和區永和路二段284號 ,+886-0-289270000
淡水老牌阿给,地址:淡水区真理街6-1号 ,26211785
阿婆铁蛋,地址:淡水区中正路135-1号 ,26251625
皇玺北海道昆布锅,地址:板桥区中正路163号1 楼 ,2969-3148
阿爸的芋圓,地址:新北市永和區保平路18巷1號,
海园活海鲜餐厅,地址:瑞芳区鼻头里鼻头路245号 ,2491-1687
鼻头阿珠老店,地址:瑞芳区鼻头里鼻头路115号 ,2491-1366
光子豆豆,地址:淡水區馬偕街7號 ,2-0958911588
鱼丸伯仔,地址:台湾新北市瑞芳區基山街17號 ,24960896
阿兰草仔粿,地址:瑞芳区基山街90号 ,24967795
十份原创老店,地址:新北市平溪區十分街138號,
今大鲁肉饭,地址:三重区大仁街40号 ,29663319
飨食天堂,地址:台湾省新北市板桥区中山路一段152号12楼 ,+886-2-29528986
保云芋圆,地址:台湾新北市瑞芳區瑞芳街6號,
瑞芳站前美食街,地址:瑞芳區民生街35巷2號 ,+886-2-22765006
海风餐厅,地址:淡水区中正路17号 ,26212365
瑞芳盐酥鸡,地址:火车站前民生街口电信局旁,
永和豆浆,地址:新北市瑞芳区明灯路三段,
晴光紅豆餅,地址:台湾省新北市淡水区公明街80号 ,987100897
六必居潮州砂鍋粥,地址:新北市板橋區中山路一段160-3號 ,0229528827
KiKi Restaurant,地址:新北市板桥区县民大道二 段66号3楼 ,+886-29582085
阿给鱼丸汤,地址:台湾省新北市淡水区淡水老街,
打鹿岸原住民文化餐廳,地址:台湾省244新北市林口區仁愛路二段369號,
珍海活海鮮餐廳,地址:萬里區龜吼里漁澳路62-2号 ,+886-2-24926414
平溪桥头第一家花生捲冰淇淋,地址:新北市平溪乡平溪区平溪街桥头,
巧晏渔坊,地址:新北市萬里區漁澳路62-1號 ,24926999
吾谷茶粮,地址:瑞芳区基山街166号1楼 ,+886-2-24969976
水貨炭火烤魚,地址:中和區中山路二段317號 ,+886-2-22474567
老虎堂,地址:淡水區中正路110號,
蚵仔之家,地址:台湾省新北市板桥区南雅东路79号 ,29601089
厚道饮食店,地址:莺歌区育英街85号 ,22677617
艾斯机膜咖啡,地址:新北市永和区福和路289号 ,22329193
淡水長堤咖啡餐館,地址:中正路21巷9號 ,+886-2-26222652
米诗提甜点王国,地址:新北市瑞芳区基山街29号,
老饕花枝烧,地址:新北市瑞芳區基山街129號,
217咖啡馆,地址:台湾新北市瑞芳区柴寮路217号 ,932336313
真理大學教士會館,地址:新北市真理街,
躲喵喵咖啡馆,地址:新北市瑞芳区光复里柴寮路223号 ,2-0922823717
金色三麦,地址:板桥区新站路28号9楼 ,26261487
海伦行动咖啡馆-洋荳子咖啡屋,地址:新北市金山区忠义路29-1号 ,2408-2455
添好运,地址:新北市板桥区新路站28号mega city大远百b1  ,+886-2-29557978
猫头鹰文创馆,地址:台湾省新北市淡水区渔人码头观海路199号 ,8.86023E+12
福记豆浆大王,地址:三重区集美街120号 ,2974-0105
九份老面店,地址:台湾新北市瑞芳區基山街45號 ,24976316
古早味面茶,地址:台湾省新北市平溪区平溪街35号 ,32327765
渔夫先生,地址:251台湾新北市淡水區中正路一段253號 ,+886-2-26209773
黑庄牛肉面,地址:台湾省新北市新店区建国路180号 ,29180289
可口鱼丸,地址:台北淡水,
林记福州胡椒饼,地址:台湾新北市瑞芳区民生街36号 ,24968372
鬍鬚张,地址:台湾省新北市板桥区府中路49号 ,29695217
铭记越南美食,地址:汐止区康宁街536-1号 ,29137338
油库口蚵仔面线,地址:台湾新北市板橋區文化路一段188巷44號 ,22576445
屯京拉麵,地址:文化二路一段 林口outlet park 二樓,
蓝屋日本料理,地址:板桥区新站路28号9楼 ,26787685
一口酥饼铺,地址:台湾省新北市瑞芳区火车站,
宽心园精致蔬食料理,地址:中山路一段158号 ,89532983
小师父,地址:基山街155号,
勇伯,地址:九份老街,
平溪阿嬷,地址:平溪老街上,
古早味现烤蛋糕,地址:淡水区中正路8巷2-1号 ,26267868
MATTER CAFE,地址:板桥区文化路一段316号 ,+886-2-22562800
大山无价饮食空间,地址:新北市新店区北宜路三段62号 ,2-22178891
阿昌芋圆,地址:瑞芳镇 九份,
五灯奖猪脚,地址:三重区正义北路38号 ,29842727
春余园子,地址:淡水區泉州厝36號 ,26266699
齐味麻辣鸳鸯火锅,地址:板桥区民权路41号1~2楼 ,8951-5525
Mega 50 50楼Cafe自助餐厅,地址:板桥区新站路16号50楼 ,+886-2-77059723
台北板桥-鬼椒一番麻辣小火锅,地址:板桥区双十路二段166号 ,22536333
阿嬷龙凤腿,地址:台湾省新北市瑞芳区明灯路三段 ,24968585
魔法咖哩,地址:台湾新北市淡水区中山路8号8楼 ,26206123
貨櫃屋海鮮平價快炒,地址:新北市淡水區沙崙路97號旁 ,28052223
飨牛二馆,"地址:No.96 Touqian Road 頭前路96號 新莊區, 新北市 242 Taiwan ",+886 2 89911818
生炒鱿鱼,地址:新北市板桥区宫口街28号 ,29603503
中山五十六,地址:新北市淡水区三民街5号 ,26262992
欣叶小聚,地址:台湾省新北市中和区中山路三段122号4楼 ,32345858
三莺福容饭店,地址:新北市三峡区大学路63号 ,86721234
Merci Cafe,地址:板桥区新民街7巷29号 ,89533906
胡须张鲁肉饭,地址:新店區北宜路一段3號,
椒鹽杏鮑菇,地址:九份老街,
陶板屋,地址:台湾新北市板橋區文化路一段145號 ,29695770
朱记花枝羹,地址:三重区正义北路51号,
九份翡翠螺,地址:瑞芳区基山街,
海之味现烤翡翠螺,地址:台湾省新北市瑞芳区基山街79-1号 ,24970868
红宝矿工食堂,地址:平溪乡菁桐老街58号 ,21930949
佳佳香锅贴,地址:永和市永和路一段114号 ,229222948
容環有味,"地址:No.46 Chailiao Road,柴寮路46号,瑞芳区, 新北市 224,Taiwan",
超大杯,地址:瑞芳区明灯路3段55号 ,2-24063100
83号咖啡‧自家烘焙咖啡馆,地址:台湾新北市淡水區中正路83號 ,26255100
可口鱼丸,地址:台湾新北市淡水區中正路232號 ,+886-26233579
許燕斌手作烘焙,地址:新北市新莊區中平路274號,
我们的家187民宿【创意怀石料理】,地址:台湾省新北市瑞芳区山尖路187号 ,24962628
原素食府,地址:新北市板桥区府中路29-2号4F ,22728999
这一锅,地址:新北市板橋區府中路29之2號 ,+886-22720707
潮州六必居沙锅粥,地址:板桥区民权路3号 ,29528813
林家帝王姜母鸭,地址:板桥区西门街55巷1号 ,26262721
辣中间,地址:台北市中山区乐群三路39号 ,+886-2-85025665
东道饮食亭,地址:三峡区仁爱街7号 ,8671-5692
星巴克,地址:台湾省新北市淡水区中正路205号,
星巴克,地址:新北市淡水区观海路91号 ,28051113
La Villa Danshui,地址:淡水区中正路261号 ,26268111
之间茶食器,地址:中正路330号,
甜蜜屋,地址:瑞芳区洞顶路155-3号 ,2406-2288
甜慢慢,地址:251台湾新北市淡水區中正路175號,
大脚印复合餐厅,地址:台湾省新北市淡水区学府路68号 ,26212634
芋仔蕃薯茶坊,地址:瑞芳区市下巷18号 ,2-24976314
柏榕活海鲜,地址:野柳里港东路151-2号 ,24924798
沛果鮮食煮意,地址:景平路518號,
藏壽司くら寿司,地址:林口區文化三路一段356號B1,
笑居乐食居酒屋,地址:新北市新店区顺安街85号 ,2910-9958
黑金传奇黑糖姜母茶,地址:台湾省新北市淡水区公明街6号 ,28053666
老黄原汁牛肉面,地址:永和区信义路10号 ,2924-2781
洪瑞珍三明治专卖店,地址:板桥区县民大道二段7号B1 ,29519791
平溪铁道热肠,地址:平溪街与公园街交口,
裕元牛肉面,地址:台湾新北市淡水区中正路82号 ,26256709
李圆圆黑糖珍珠鲜奶,地址:235台湾新北市中和區興南路一段57號,
老船长海鮮小吃餐厅,地址:深澳路189-5号 ,24969119
越南小栈,地址:三芝乡淡金路海尾15-10号 ,26364123
本沐食堂,地址:中和区中正路776号 ,6620-2888
八坂丼屋,地址:板桥区中山路一段152号12f ,2956-2912
老占元拉面大王,地址:244台湾新北市林口區林口路120號 ,+886-2-26022859
阿六切仔面,地址:新北市芦洲区三民路583号 ,2283-2027
走味的咖啡,地址:平溪区十分里十分街110号 ,2495-8890
台北富信大饭店,地址:台湾省新北市汐止区大同路一段128号3F ,26416333
维格饼家,"地址:新北市五股區成泰路一段87號 五股區, 新北市 248 Taiwan ",22919131
金矿山矿工餐馆,地址:台湾，台北縣瑞芳鎮金光路36號 ,24962945
詹记麻辣火锅,地址:台湾省新北市新庄区新泰路187号 ,29982794
黄金鱼蛋,地址:基山街51号,
海釣族真味園餐廳,地址:新北市板橋區文化路2段126號（新北市議會旁）,
山间仓房,地址:新北市中和区兴南路二段399巷124号 ,2940-6616
金顺发蛋糕囍饼,地址:淡水镇竹围民族路8号 ,26215288
Maxine法式手工泡芙,地址:台湾新北市淡水區中正路11巷12號,
台北富信大饭店-乐厨自助餐厅,地址:新北市汐止区大同路一段128号3楼 ,2641-6422#5230
鮨悦手作寿司,地址:板桥区馆前西路68号,
戏梦人生茶饭馆,地址:台湾新北市瑞芳區豎崎路13號 ,24966639
50岚,地址:瑞芳区明灯路三段53号 ,2-24976150
築間幸福鍋物,地址:板橋區中山路一段46號誠品生活板橋店B1,
50岚,地址:台湾省新北市淡水区清水街1之10号 ,26265585
树窟奇木楼,地址:台湾瑞芳區佛堂巷38號 ,24979043
英国奶奶,地址:淡水區中正路272號 ,+886-2-26267570
红樱花食品公司Hello Kitty台湾伴手礼专卖店,地址:新北市淡水区中正路101号 ,2626-1848
61咖啡馆,地址:224新北市瑞芳区轻便路61号（九份教会旁） ,24062525
LA VILLA WULAI,地址:新北市新店区松林路5号 ,2666-8000
Le Coq公鸡咖啡,地址:三芝区北势子45-16号 ,8635-1362
清水街阿给,地址:新北市淡水区清水街30号 ,+886-26215749
望月楼,地址:台湾省新北市板桥区新站路16号48楼,
西堤牛排,地址:新北市板桥区中山路一段6号2楼 ,2962-9955
天空之城,地址:台北县瑞芳镇轻便路308号 ,24967767
正官木桶涮涮鍋,地址:蘆洲區集賢路396號 ,82852667
CoCo壱番屋,地址:芦洲区中山一路8号4楼 ,89693346
杨家红豆饼,地址:板桥区文化路二段124巷28号 ,8258-3868
九份牛肉面,地址:九份老街入口第一家,
大块牛排,地址:淡水區中正路32號 ,26233904
淡水寿司屋,地址:台湾省新北市淡水区公明街87号 ,26292873
西堤牛排,地址:淡水区中正路55号2F ,26263255
富基渔港,地址:新北市石门区富基村,
张记传统鱼丸,地址:瑞芳区基山街25号 ,24968469
一芳水果茶,地址:224台湾新北市瑞芳區民生街13號,
源味本铺,地址:台湾省新北市淡水区中正路228-2号 ,26268692
怀念泡菜臭豆腐,地址:台湾省新北市板桥区文昌街1号 ,+886-89647573
深坑大树下豆腐三吃,地址:深坑区深坑街163号 ,2662-5688
许甜记,地址:新北市淡水区中正路151号 ,2628
海底捞,地址:板橋區新站路28號板橋大遠百 Mega City,
天下第一菇,地址:新北市瑞芳区九份老街,
佘家孔雀蛤大王,地址:淡水老街 ,+886-2-86310526
平溪山泉豆花,地址:台湾新北市平溪區平溪街20號 ,24951437
金包里鸭肉ㄜˋ,地址:台湾新北市金山區金包里街104號 ,24981656
九份山猪肉香肠,地址:台湾省新北市瑞芳区九份基山老街（约101号附近）,
爆浆鸡腿卷,地址:台湾省新北市平溪区十份老街,
金山老街扁鸭,地址:208台湾新北市金山區金包里街75號,
